Country
Czech Republic
Czech Republic
China
Denmark
Denmark
Cambodia
Austria
Austria
Maldives
Norway
Kenya
Scotland
Ireland
Portugal
Portugal
Peru
Colombia
Jordan
Jamaica
Sweden
Belgium
Sweden
Belgium
Thailand
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
UK
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
USA
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
India
Italy
Italy
Italy
Italy
Italy
Italy
Italy
Italy
Italy
Italy
Italy
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Japan
Spain
Spain
Spain
Spain
Spain
Spain
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Brazil
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
Canada
France
France
France
France
France
France
France
France
France
France
France
France
France
France
France
France
Greece
Greece
Greece
Greece
Greece
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Germany
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Australia
Netherlands
Netherlands
Netherlands
Netherlands
Switzerland
Switzerland
Switzerland
South Africa
South Africa
South Africa
South Africa
South Africa
South Africa
